precip_roll_sum_7d,precip_roll_sum_30d,days_since_last_rain,temp_max_24h,soil_moisture_root,social_report_count,social_stress_index,leak_mention_flag,sentiment_polarity,most_common_pain_keyword,population_density,elevation_meters,is_weekend,month_sin,month_cos,location_name,date,lat,lon,risk_index,risk_code,measurement_date,day_in_period
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,13332.768774178056,2341.0,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-16,19.3556,-99.2914,3,D2,2024-06-15,1
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,14909.655047664459,2283.6,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-17,19.3556,-99.2914,3,D2,2024-06-15,2
11.6,43.0,1,7.69,36.0,0,0.0,0,0.0,none,13677.413389296285,2494.2,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-18,19.3556,-99.2914,3,D2,2024-06-15,3
11.6,43.0,1,7.69,38.0,0,0.0,0,0.0,none,9577.01529879227,2310.3,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-19,19.3556,-99.2914,3,D2,2024-06-15,4
11.6,43.0,1,7.69,39.0,0,0.0,0,0.0,none,10923.323856110084,2066.5,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-20,19.3556,-99.2914,3,D2,2024-06-15,5
11.6,43.0,1,7.69,40.0,0,0.0,0,0.0,none,11583.651768044285,2385.8,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-21,19.3556,-99.2914,3,D2,2024-06-15,6
11.6,43.0,1,7.69,40.0,0,0.0,0,0.0,none,9135.279460447136,2412.0,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-22,19.3556,-99.2914,3,D2,2024-06-15,7
11.6,43.0,1,7.69,41.0,0,0.0,0,0.0,none,10088.083740262877,2089.4,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-23,19.3556,-99.2914,3,D2,2024-06-15,8
11.6,43.0,1,7.69,43.0,0,0.0,0,0.0,none,14009.14149114673,2204.6,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-24,19.3556,-99.2914,3,D2,2024-06-15,9
11.6,43.0,1,7.69,47.0,0,0.0,0,0.0,none,10414.376707587377,2073.0,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-25,19.3556,-99.2914,3,D2,2024-06-15,10
11.6,43.0,1,7.69,47.0,0,0.0,0,0.0,none,8951.996673592028,2187.5,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-26,19.3556,-99.2914,3,D2,2024-06-15,11
11.6,43.0,1,7.69,47.0,0,0.0,0,0.0,none,9422.401956397125,2381.5,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-27,19.3556,-99.2914,3,D2,2024-06-15,12
11.6,43.0,1,7.69,47.0,0,0.0,0,0.0,none,12463.5643845314,2119.6,0,0.0,-1.0,Cuajimalpa de Morelos,2024-06-28,19.3556,-99.2914,3,D2,2024-06-15,13
11.6,43.0,1,7.69,47.0,0,0.0,0,0.0,none,11849.925754273596,2084.4,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-29,19.3556,-99.2914,3,D2,2024-06-15,14
11.6,43.0,1,7.69,49.0,0,0.0,0,0.0,none,8223.078661921565,2065.7,1,0.0,-1.0,Cuajimalpa de Morelos,2024-06-30,19.3556,-99.2914,2,D1,2024-06-30,0
11.6,43.0,1,7.69,50.0,0,0.0,0,0.0,none,11589.46757462851,2333.4,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-01,19.3556,-99.2914,2,D1,2024-06-30,1
11.6,43.0,1,7.69,50.0,0,0.0,0,0.0,none,13446.7675784883,2363.5,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-02,19.3556,-99.2914,2,D1,2024-06-30,2
11.6,43.0,1,7.69,51.0,0,0.0,0,0.0,none,9622.383084867823,2061.1,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-03,19.3556,-99.2914,2,D1,2024-06-30,3
11.6,43.0,1,7.69,52.0,0,0.0,0,0.0,none,10302.665704684343,2234.7,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-04,19.3556,-99.2914,2,D1,2024-06-30,4
11.6,43.0,1,7.69,52.0,0,0.0,0,0.0,none,11582.193621659777,2234.0,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-05,19.3556,-99.2914,2,D1,2024-06-30,5
11.6,43.0,1,7.69,52.0,0,0.0,0,0.0,none,8381.31493018414,2284.7,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-06,19.3556,-99.2914,2,D1,2024-06-30,6
11.6,43.0,1,7.69,51.0,0,0.0,0,0.0,none,12366.638019587128,2484.5,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-07,19.3556,-99.2914,2,D1,2024-06-30,7
11.6,43.0,1,7.69,51.0,0,0.0,0,0.0,none,8791.36555339773,2325.9,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-08,19.3556,-99.2914,2,D1,2024-06-30,8
11.6,43.0,1,7.69,51.0,0,0.0,0,0.0,none,11086.220550776032,2317.1,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-09,19.3556,-99.2914,2,D1,2024-06-30,9
11.6,43.0,1,7.69,52.0,0,0.0,0,0.0,none,11656.134080873746,2242.0,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-10,19.3556,-99.2914,2,D1,2024-06-30,10
11.6,43.0,1,7.69,54.0,0,0.0,0,0.0,none,10509.990841730296,2042.1,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-11,19.3556,-99.2914,2,D1,2024-06-30,11
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,13379.019333413336,2228.8,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-12,19.3556,-99.2914,2,D1,2024-06-30,12
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,13417.674912435146,2352.4,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-13,19.3556,-99.2914,2,D1,2024-06-30,13
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,11198.27032268015,2055.7,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-14,19.3556,-99.2914,2,D1,2024-06-30,14
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,8108.932232719965,2149.0,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-15,19.3556,-99.2914,2,D1,2024-07-15,0
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,13639.392681047579,2364.6,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-16,19.3556,-99.2914,2,D1,2024-07-15,1
11.6,43.0,1,7.69,55.0,0,0.0,0,0.0,none,13423.214426226888,2123.3,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-17,19.3556,-99.2914,2,D1,2024-07-15,2
11.6,43.0,1,7.69,56.0,0,0.0,0,0.0,none,11591.113615853543,2260.5,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-18,19.3556,-99.2914,2,D1,2024-07-15,3
11.6,43.0,1,7.69,57.0,0,0.0,0,0.0,none,10227.615580823474,2056.2,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-19,19.3556,-99.2914,2,D1,2024-07-15,4
11.6,43.0,1,7.69,58.0,0,0.0,0,0.0,none,10358.986723569862,2154.3,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-20,19.3556,-99.2914,2,D1,2024-07-15,5
11.6,43.0,1,7.69,58.0,0,0.0,0,0.0,none,9604.506075944344,2438.7,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-21,19.3556,-99.2914,2,D1,2024-07-15,6
11.6,43.0,1,7.69,59.0,0,0.0,0,0.0,none,14383.311426761229,2131.1,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-22,19.3556,-99.2914,2,D1,2024-07-15,7
11.6,43.0,1,7.69,62.0,0,0.0,0,0.0,none,11991.240883654034,2314.6,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-23,19.3556,-99.2914,2,D1,2024-07-15,8
11.6,43.0,1,7.69,63.0,0,0.0,0,0.0,none,8792.21048773361,2136.1,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-24,19.3556,-99.2914,2,D1,2024-07-15,9
11.6,43.0,1,7.69,64.0,0,0.0,0,0.0,none,14415.392043655502,2269.2,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-25,19.3556,-99.2914,2,D1,2024-07-15,10
11.6,43.0,1,7.69,64.0,0,0.0,0,0.0,none,12248.735031831347,2137.2,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-26,19.3556,-99.2914,2,D1,2024-07-15,11
11.6,43.0,1,7.69,64.0,0,0.0,0,0.0,none,10599.754449911923,2140.7,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-27,19.3556,-99.2914,2,D1,2024-07-15,12
11.6,43.0,1,7.69,64.0,0,0.0,0,0.0,none,14211.691289771603,2334.4,1,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-28,19.3556,-99.2914,2,D1,2024-07-15,13
11.6,43.0,1,7.69,64.0,0,0.0,0,0.0,none,9007.212638976875,2283.8,0,-0.5,-0.866,Cuajimalpa de Morelos,2024-07-29,19.3556,-99.2914,2,D1,2024-07-15,14
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,14120.66099628565,2144.0,0,0.5,-0.866,Gustavo A. Madero,2024-05-31,19.4819,-99.1094,3,D2,2024-05-31,0
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,14752.717889261494,2477.1,1,0.0,-1.0,Gustavo A. Madero,2024-06-01,19.4819,-99.1094,3,D2,2024-05-31,1
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,11383.70650816821,2235.9,1,0.0,-1.0,Gustavo A. Madero,2024-06-02,19.4819,-99.1094,3,D2,2024-05-31,2
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,12799.118903340841,2334.7,0,0.0,-1.0,Gustavo A. Madero,2024-06-03,19.4819,-99.1094,3,D2,2024-05-31,3
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,11589.644115564204,2243.6,0,0.0,-1.0,Gustavo A. Madero,2024-06-04,19.4819,-99.1094,3,D2,2024-05-31,4
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,14967.424761738457,2506.2,0,0.0,-1.0,Gustavo A. Madero,2024-06-05,19.4819,-99.1094,3,D2,2024-05-31,5
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,10371.97577297634,2331.4,0,0.0,-1.0,Gustavo A. Madero,2024-06-06,19.4819,-99.1094,3,D2,2024-05-31,6
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,10195.432703056684,2146.1,0,0.0,-1.0,Gustavo A. Madero,2024-06-07,19.4819,-99.1094,3,D2,2024-05-31,7
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,12451.75948688663,2317.4,1,0.0,-1.0,Gustavo A. Madero,2024-06-08,19.4819,-99.1094,3,D2,2024-05-31,8
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,11445.709186365748,2168.2,1,0.0,-1.0,Gustavo A. Madero,2024-06-09,19.4819,-99.1094,3,D2,2024-05-31,9
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,9324.651845517226,2252.6,0,0.0,-1.0,Gustavo A. Madero,2024-06-10,19.4819,-99.1094,3,D2,2024-05-31,10
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,8882.841314327865,2253.0,0,0.0,-1.0,Gustavo A. Madero,2024-06-11,19.4819,-99.1094,3,D2,2024-05-31,11
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,8071.877707820982,2473.1,0,0.0,-1.0,Gustavo A. Madero,2024-06-12,19.4819,-99.1094,3,D2,2024-05-31,12
8.6,40.0,1,12.02,37.0,10,0.66,1,0.0,fuga de agua,11876.737957293719,2371.0,0,0.0,-1.0,Gustavo A. Madero,2024-06-13,19.4819,-99.1094,3,D2,2024-05-31,13
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,8755.198528638473,2533.8,0,0.0,-1.0,Gustavo A. Madero,2024-06-14,19.4819,-99.1094,3,D2,2024-05-31,14
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,10680.578836466773,2526.1,1,0.0,-1.0,Gustavo A. Madero,2024-06-15,19.4819,-99.1094,3,D2,2024-06-15,0
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,13106.50574504637,2452.8,1,0.0,-1.0,Gustavo A. Madero,2024-06-16,19.4819,-99.1094,3,D2,2024-06-15,1
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,10804.277850323806,2379.2,0,0.0,-1.0,Gustavo A. Madero,2024-06-17,19.4819,-99.1094,3,D2,2024-06-15,2
8.6,40.0,1,12.02,36.0,10,0.66,1,0.0,fuga de agua,12413.181119499248,2525.1,0,0.0,-1.0,Gustavo A. Madero,2024-06-18,19.4819,-99.1094,3,D2,2024-06-15,3
8.6,40.0,1,12.02,38.0,10,0.66,1,0.0,fuga de agua,9004.425228198963,2458.0,0,0.0,-1.0,Gustavo A. Madero,2024-06-19,19.4819,-99.1094,3,D2,2024-06-15,4
8.6,40.0,1,12.02,39.0,10,0.66,1,0.0,fuga de agua,11178.264122913642,2522.9,0,0.0,-1.0,Gustavo A. Madero,2024-06-20,19.4819,-99.1094,3,D2,2024-06-15,5
8.6,40.0,1,12.02,40.0,10,0.66,1,0.0,fuga de agua,12531.696120214168,2310.3,0,0.0,-1.0,Gustavo A. Madero,2024-06-21,19.4819,-99.1094,3,D2,2024-06-15,6
8.6,40.0,1,12.02,40.0,10,0.66,1,0.0,fuga de agua,10473.710052139795,2456.7,1,0.0,-1.0,Gustavo A. Madero,2024-06-22,19.4819,-99.1094,3,D2,2024-06-15,7
8.6,40.0,1,12.02,41.0,10,0.66,1,0.0,fuga de agua,12741.734775982888,2272.4,1,0.0,-1.0,Gustavo A. Madero,2024-06-23,19.4819,-99.1094,3,D2,2024-06-15,8
8.6,40.0,1,12.02,43.0,10,0.66,1,0.0,fuga de agua,12709.637815639906,2394.2,0,0.0,-1.0,Gustavo A. Madero,2024-06-24,19.4819,-99.1094,3,D2,2024-06-15,9
8.6,40.0,1,12.02,47.0,10,0.66,1,0.0,fuga de agua,14710.529908601457,2259.1,0,0.0,-1.0,Gustavo A. Madero,2024-06-25,19.4819,-99.1094,3,D2,2024-06-15,10
8.6,40.0,1,12.02,47.0,10,0.66,1,0.0,fuga de agua,8848.422253310795,2340.5,0,0.0,-1.0,Gustavo A. Madero,2024-06-26,19.4819,-99.1094,3,D2,2024-06-15,11
8.6,40.0,1,12.02,47.0,10,0.66,1,0.0,fuga de agua,8348.021940319459,2261.3,0,0.0,-1.0,Gustavo A. Madero,2024-06-27,19.4819,-99.1094,3,D2,2024-06-15,12
8.6,40.0,1,12.02,47.0,10,0.66,1,0.0,fuga de agua,14617.914249381492,2257.4,0,0.0,-1.0,Gustavo A. Madero,2024-06-28,19.4819,-99.1094,3,D2,2024-06-15,13
8.6,40.0,1,12.02,47.0,10,0.66,1,0.0,fuga de agua,14761.655954740043,2071.6,1,0.0,-1.0,Gustavo A. Madero,2024-06-29,19.4819,-99.1094,3,D2,2024-06-15,14
8.6,40.0,1,12.02,49.0,10,0.66,1,0.0,fuga de agua,12680.585014708155,2442.3,1,0.0,-1.0,Gustavo A. Madero,2024-06-30,19.4819,-99.1094,1,D0,2024-06-30,0
8.6,40.0,1,12.02,50.0,10,0.66,1,0.0,fuga de agua,8557.494947569789,2285.6,0,-0.5,-0.866,Gustavo A. Madero,2024-07-01,19.4819,-99.1094,1,D0,2024-06-30,1
8.6,40.0,1,12.02,50.0,10,0.66,1,0.0,fuga de agua,10419.731498843252,2451.2,0,-0.5,-0.866,Gustavo A. Madero,2024-07-02,19.4819,-99.1094,1,D0,2024-06-30,2
8.6,40.0,1,12.02,51.0,10,0.66,1,0.0,fuga de agua,13616.905119112067,2463.7,0,-0.5,-0.866,Gustavo A. Madero,2024-07-03,19.4819,-99.1094,1,D0,2024-06-30,3
8.6,40.0,1,12.02,52.0,10,0.66,1,0.0,fuga de agua,11517.464792919634,2268.9,0,-0.5,-0.866,Gustavo A. Madero,2024-07-04,19.4819,-99.1094,1,D0,2024-06-30,4
8.6,40.0,1,12.02,52.0,10,0.66,1,0.0,fuga de agua,11200.454626314142,2203.5,0,-0.5,-0.866,Gustavo A. Madero,2024-07-05,19.4819,-99.1094,1,D0,2024-06-30,5
8.6,40.0,1,12.02,52.0,10,0.66,1,0.0,fuga de agua,10234.022188068124,2355.9,1,-0.5,-0.866,Gustavo A. Madero,2024-07-06,19.4819,-99.1094,1,D0,2024-06-30,6
8.6,40.0,1,12.02,51.0,10,0.66,1,0.0,fuga de agua,13812.131460908438,2078.3,1,-0.5,-0.866,Gustavo A. Madero,2024-07-07,19.4819,-99.1094,1,D0,2024-06-30,7
8.6,40.0,1,12.02,51.0,10,0.66,1,0.0,fuga de agua,11163.351103512701,2537.4,0,-0.5,-0.866,Gustavo A. Madero,2024-07-08,19.4819,-99.1094,1,D0,2024-06-30,8
8.6,40.0,1,12.02,51.0,10,0.66,1,0.0,fuga de agua,10160.324742886183,2189.5,0,-0.5,-0.866,Gustavo A. Madero,2024-07-09,19.4819,-99.1094,1,D0,2024-06-30,9
8.6,40.0,1,12.02,52.0,10,0.66,1,0.0,fuga de agua,8553.625684079689,2385.9,0,-0.5,-0.866,Gustavo A. Madero,2024-07-10,19.4819,-99.1094,1,D0,2024-06-30,10
8.6,40.0,1,12.02,54.0,10,0.66,1,0.0,fuga de agua,8874.183981841901,2306.9,0,-0.5,-0.866,Gustavo A. Madero,2024-07-11,19.4819,-99.1094,1,D0,2024-06-30,11
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,9398.73007923321,2455.8,0,-0.5,-0.866,Gustavo A. Madero,2024-07-12,19.4819,-99.1094,1,D0,2024-06-30,12
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,14942.890307884427,2500.8,1,-0.5,-0.866,Gustavo A. Madero,2024-07-13,19.4819,-99.1094,1,D0,2024-06-30,13
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,13158.85601889595,2424.3,1,-0.5,-0.866,Gustavo A. Madero,2024-07-14,19.4819,-99.1094,1,D0,2024-06-30,14
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,14555.543956953832,2533.5,0,-0.5,-0.866,Gustavo A. Madero,2024-07-15,19.4819,-99.1094,1,D0,2024-07-15,0
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,14026.195085793799,2163.2,0,-0.5,-0.866,Gustavo A. Madero,2024-07-16,19.4819,-99.1094,1,D0,2024-07-15,1
8.6,40.0,1,12.02,55.0,10,0.66,1,0.0,fuga de agua,13171.078300075917,2513.4,0,-0.5,-0.866,Gustavo A. Madero,2024-07-17,19.4819,-99.1094,1,D0,2024-07-15,2
8.6,40.0,1,12.02,56.0,10,0.66,1,0.0,fuga de agua,10235.602763107523,2113.3,0,-0.5,-0.866,Gustavo A. Madero,2024-07-18,19.4819,-99.1094,1,D0,2024-07-15,3
8.6,40.0,1,12.02,57.0,10,0.66,1,0.0,fuga de agua,11293.019022478133,2054.3,0,-0.5,-0.866,Gustavo A. Madero,2024-07-19,19.4819,-99.1094,1,D0,2024-07-15,4
8.6,40.0,1,12.02,58.0,10,0.66,1,0.0,fuga de agua,11520.053909159566,2238.8,1,-0.5,-0.866,Gustavo A. Madero,2024-07-20,19.4819,-99.1094,1,D0,2024-07-15,5
8.6,40.0,1,12.02,58.0,10,0.66,1,0.0,fuga de agua,11311.380626768645,2525.5,1,-0.5,-0.866,Gustavo A. Madero,2024-07-21,19.4819,-99.1094,1,D0,2024-07-15,6
8.6,40.0,1,12.02,59.0,10,0.66,1,0.0,fuga de agua,9206.958832773531,2198.3,0,-0.5,-0.866,Gustavo A. Madero,2024-07-22,19.4819,-99.1094,1,D0,2024-07-15,7
8.6,40.0,1,12.02,62.0,10,0.66,1,0.0,fuga de agua,10711.684535847777,2457.2,0,-0.5,-0.866,Gustavo A. Madero,2024-07-23,19.4819,-99.1094,1,D0,2024-07-15,8
8.6,40.0,1,12.02,63.0,10,0.66,1,0.0,fuga de agua,13965.413992186293,2418.9,0,-0.5,-0.866,Gustavo A. Madero,2024-07-24,19.4819,-99.1094,1,D0,2024-07-15,9
8.6,40.0,1,12.02,64.0,10,0.66,1,0.0,fuga de agua,9709.994316450655,2272.4,0,-0.5,-0.866,Gustavo A. Madero,2024-07-25,19.4819,-99.1094,1,D0,2024-07-15,10
8.6,40.0,1,12.02,64.0,10,0.66,1,0.0,fuga de agua,11052.807498224398,2097.2,0,-0.5,-0.866,Gustavo A. Madero,2024-07-26,19.4819,-99.1094,1,D0,2024-07-15,11
8.6,40.0,1,12.02,64.0,10,0.66,1,0.0,fuga de agua,8625.813976690168,2255.0,1,-0.5,-0.866,Gustavo A. Madero,2024-07-27,19.4819,-99.1094,1,D0,2024-07-15,12
8.6,40.0,1,12.02,64.0,10,0.66,1,0.0,fuga de agua,13270.097101168532,2145.8,1,-0.5,-0.866,Gustavo A. Madero,2024-07-28,19.4819,-99.1094,1,D0,2024-07-15,13
8.6,40.0,1,12.02,64.0,10,0.66,1,0.0,fuga de agua,10507.496576708932,2517.5,0,-0.5,-0.866,Gustavo A. Madero,2024-07-29,19.4819,-99.1094,1,D0,2024-07-15,14
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,13874.200783804368,2203.5,0,0.5,-0.866,Iztacalco,2024-05-31,19.3953,-99.0975,3,D2,2024-05-31,0
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,10667.28565469288,2516.4,1,0.0,-1.0,Iztacalco,2024-06-01,19.3953,-99.0975,3,D2,2024-05-31,1
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,13107.818722323831,2503.4,1,0.0,-1.0,Iztacalco,2024-06-02,19.3953,-99.0975,3,D2,2024-05-31,2
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,14542.878380612245,2341.8,0,0.0,-1.0,Iztacalco,2024-06-03,19.3953,-99.0975,3,D2,2024-05-31,3
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,9218.699454839643,2403.2,0,0.0,-1.0,Iztacalco,2024-06-04,19.3953,-99.0975,3,D2,2024-05-31,4
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,13866.554433634694,2378.0,0,0.0,-1.0,Iztacalco,2024-06-05,19.3953,-99.0975,3,D2,2024-05-31,5
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,14449.52504045287,2535.7,0,0.0,-1.0,Iztacalco,2024-06-06,19.3953,-99.0975,3,D2,2024-05-31,6
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,10505.928823920294,2053.2,0,0.0,-1.0,Iztacalco,2024-06-07,19.3953,-99.0975,3,D2,2024-05-31,7
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,10116.63509029758,2107.3,1,0.0,-1.0,Iztacalco,2024-06-08,19.3953,-99.0975,3,D2,2024-05-31,8
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,8505.002494775074,2533.6,1,0.0,-1.0,Iztacalco,2024-06-09,19.3953,-99.0975,3,D2,2024-05-31,9
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,9506.293062289573,2086.6,0,0.0,-1.0,Iztacalco,2024-06-10,19.3953,-99.0975,3,D2,2024-05-31,10
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,10219.570848953645,2142.7,0,0.0,-1.0,Iztacalco,2024-06-11,19.3953,-99.0975,3,D2,2024-05-31,11
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,14544.465310917727,2363.0,0,0.0,-1.0,Iztacalco,2024-06-12,19.3953,-99.0975,3,D2,2024-05-31,12
9.7,41.1,1,12.11,37.0,0,0.0,0,0.0,none,10127.26332466241,2090.6,0,0.0,-1.0,Iztacalco,2024-06-13,19.3953,-99.0975,3,D2,2024-05-31,13
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,13883.317346434207,2166.9,0,0.0,-1.0,Iztacalco,2024-06-14,19.3953,-99.0975,3,D2,2024-05-31,14
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,14072.19448689403,2515.2,1,0.0,-1.0,Iztacalco,2024-06-15,19.3953,-99.0975,3,D2,2024-06-15,0
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,9861.790959767843,2170.8,1,0.0,-1.0,Iztacalco,2024-06-16,19.3953,-99.0975,3,D2,2024-06-15,1
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,14689.827852986235,2108.8,0,0.0,-1.0,Iztacalco,2024-06-17,19.3953,-99.0975,3,D2,2024-06-15,2
9.7,41.1,1,12.11,36.0,0,0.0,0,0.0,none,13858.211951124062,2255.4,0,0.0,-1.0,Iztacalco,2024-06-18,19.3953,-99.0975,3,D2,2024-06-15,3
9.7,41.1,1,12.11,38.0,0,0.0,0,0.0,none,10616.36627136391,2306.0,0,0.0,-1.0,Iztacalco,2024-06-19,19.3953,-99.0975,3,D2,2024-06-15,4
9.7,41.1,1,12.11,39.0,0,0.0,0,0.0,none,14499.997744973221,2084.1,0,0.0,-1.0,Iztacalco,2024-06-20,19.3953,-99.0975,3,D2,2024-06-15,5
9.7,41.1,1,12.11,40.0,0,0.0,0,0.0,none,13806.008897447085,2161.8,0,0.0,-1.0,Iztacalco,2024-06-21,19.3953,-99.0975,3,D2,2024-06-15,6
9.7,41.1,1,12.11,40.0,0,0.0,0,0.0,none,9496.584369307875,2269.6,1,0.0,-1.0,Iztacalco,2024-06-22,19.3953,-99.0975,3,D2,2024-06-15,7
9.7,41.1,1,12.11,41.0,0,0.0,0,0.0,none,13886.538705321705,2176.9,1,0.0,-1.0,Iztacalco,2024-06-23,19.3953,-99.0975,3,D2,2024-06-15,8
9.7,41.1,1,12.11,43.0,0,0.0,0,0.0,none,9919.186803627277,2331.2,0,0.0,-1.0,Iztacalco,2024-06-24,19.3953,-99.0975,3,D2,2024-06-15,9
9.7,41.1,1,12.11,47.0,0,0.0,0,0.0,none,9898.269064661745,2490.1,0,0.0,-1.0,Iztacalco,2024-06-25,19.3953,-99.0975,3,D2,2024-06-15,10
9.7,41.1,1,12.11,47.0,0,0.0,0,0.0,none,14912.454716531169,2250.8,0,0.0,-1.0,Iztacalco,2024-06-26,19.3953,-99.0975,3,D2,2024-06-15,11
9.7,41.1,1,12.11,47.0,0,0.0,0,0.0,none,12520.664729587772,2275.9,0,0.0,-1.0,Iztacalco,2024-06-27,19.3953,-99.0975,3,D2,2024-06-15,12
9.7,41.1,1,12.11,47.0,0,0.0,0,0.0,none,13881.373717963372,2110.3,0,0.0,-1.0,Iztacalco,2024-06-28,19.3953,-99.0975,3,D2,2024-06-15,13
9.7,41.1,1,12.11,47.0,0,0.0,0,0.0,none,8171.206680106256,2412.2,1,0.0,-1.0,Iztacalco,2024-06-29,19.3953,-99.0975,3,D2,2024-06-15,14
9.7,41.1,1,12.11,49.0,0,0.0,0,0.0,none,12840.545787369865,2417.0,1,0.0,-1.0,Iztacalco,2024-06-30,19.3953,-99.0975,1,D0,2024-06-30,0
9.7,41.1,1,12.11,50.0,0,0.0,0,0.0,none,9502.825510175244,2507.9,0,-0.5,-0.866,Iztacalco,2024-07-01,19.3953,-99.0975,1,D0,2024-06-30,1
